"case_id","variant","run_number","model","objective_passed","objective_total","objective_pass_rate","execution_valid","skill_invoked","elapsed_ms","total_tokens","commands","output_sha256","artifact_commit_sha256","manifest_sha256","annotated_good_pr_git_sha","active_skill_git_tree_annotation"
"neg-ordinary-ui-no-artifact-demand","old_skill","2","gpt-5.4","1","2","0.5","true","true","11576","22232","1","a292146efd9a5a9ff33ca1c7f8037d0bb8aa14d6f700dab63cd301a71b6539b2","003b5c2b28f2702e3fbfc1358b468d5544fca79cdfd2acb50c617ebf67b0a9c4","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-ordinary-ui-no-artifact-demand","old_skill","3","gpt-5.4","2","2","1.0","true","true","12078","22232","1","3aa71d8c7eda8ea223e2451b194d65f11d57c9cc5155002a30f6aa1de2484c16","ae8e0bd9f65dc9f001b3e0951a6b380d264afa427bab3a2e6522254827626634","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-ordinary-ui-no-artifact-demand","with_skill","1","gpt-5.4","2","2","1.0","true","true","13742","22479","1","3c223bc14882dbea975b07bbeba2805c64c4c1fd31f449930b525a447f1f01d0","2c578e546fc5f9d8f4e0276ee8be5b4dd56c4ad93983d21c38e0b2717ada1bdc","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ordinary-ui-no-artifact-demand","with_skill","2","gpt-5.4","2","2","1.0","true","true","13499","22490","1","3eae620e6e5a4a3251be74c86cd6f96ff6dfbb6bcf3cf8c74abca1c1647bcba9","1cfbe797ac1c6ec4b7fbfb29d86d75f522ffcf8c91eb7c7ea8d12a6193b77bba","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ordinary-ui-no-artifact-demand","with_skill","3","gpt-5.4","2","2","1.0","true","true","17903","37338","2","860d5a12c49ef650e931a5e99248464f80d41ff3cd25b3cc3d0e141f52b64abb","0ed6dbc498286e2864d142173432611be2aea369534188c6c89ceaf34ab84d3d","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ordinary-ui-no-artifact-demand","without_skill","1","gpt-5.4","2","2","1.0","true","false","11931","10410","0","bb3234ab40b561a92ed6e106b99d77272a18f4dc0ff117e4e5e7513638f7c403","9980c477435f9046e8a3f8b191f5e226663ead28d570ed106814cd2997bbae8e","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-ordinary-ui-no-artifact-demand","without_skill","2","gpt-5.4","2","2","1.0","true","false","7135","9896","0","c1702a82fdc987c04a86dfe845ddc3f0fcabceb63c4606110e446dee9e400647","05bd5be2121d012d1ccf7024f903b17e53a119ffd1aeffee9feb94f5d31644a1","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-ordinary-ui-no-artifact-demand","without_skill","3","gpt-5.4","2","2","1.0","true","false","10305","9892","0","a51f3b12e5176682bb35a9744fc142c4737b5de5bfd7a1107bcefca07956208b","2a79222643d4fcf2ab7c4652200f96a571be56721bb8d27ff10799fcdec807ff","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-subjective-generated-proof-no-overbuild","old_skill","1","gpt-5.4","1","4","0.25","true","true","29325","22431","1","a0653cd665f963e90b59a4e7cbb2d9412b7f070ac5d91af834e27e1ea7ebb846","74f8aa6c554fbd9750d297023dc42e16321d7729dfef4f94ac58fde09edf9ac4","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-subjective-generated-proof-no-overbuild","old_skill","2","gpt-5.4","2","4","0.5","true","true","14780","22575","2","f21439ecc045196e486dc96fca6de513b3962f851f61f9f259ab8e5dc2f8c973","175763521e49e1d8fe00c6568cad3ee59def4745da72dce27ed018320e4af852","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-subjective-generated-proof-no-overbuild","old_skill","3","gpt-5.4","1","4","0.25","true","true","11084","22395","1","d3d82fae72e08c44818e2156f978ba1f2ee1d8d22100526a49cd8ea514979dc6","377bf306a14ee350d11b1e20f55da9ce7ec0a43590b1bdaa2c595ad63e49173e","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-subjective-generated-proof-no-overbuild","with_skill","1","gpt-5.4","2","4","0.5","true","true","18054","37557","3","c2850aa43336d5e7d16b0466a0c06dfad3fa309c06616272673af90534ed0712","d468f71d396c53c59687ae384373a9c992c94ca9a2b9d66cda94590b5051e501","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-subjective-generated-proof-no-overbuild","with_skill","2","gpt-5.4","2","4","0.5","true","true","12969","22460","1","b847ac035a61dc32e24b4534645e87524902e9df578c875773ff87ce834afe94","263a330634896522789c3ee331ab629f72dec1cf53e8648d8c73367050a3c06d","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-subjective-generated-proof-no-overbuild","with_skill","3","gpt-5.4","4","4","1.0","true","true","19709","38267","3","c46d38315288daf2ed37391b9615b1a0b239c778f60fb13a99cfcdecd9e5f782","19385cfbd623d7b76d0521b2ef85cf7471d3af13bc7ebdf5cc9653c2f2527205","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-subjective-generated-proof-no-overbuild","without_skill","1","gpt-5.4","2","4","0.5","true","false","7923","9902","0","d881bb2b5eb62285251bc8bdc5a04780c7ab3ecbaefc91a4e11d3316d81ea43f","874785e8f0d5dbfac720d9acf8ef1d240ba170507ecc0591a8006b9fae0fd2e2","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-subjective-generated-proof-no-overbuild","without_skill","2","gpt-5.4","1","4","0.25","true","false","9366","9949","0","ea89ad336c1b90789846aad15eafd6df44dac4e81d766c1ce4541509d752a0bf","f068176500226e9c60df2c2a479a9b39dcc38d29e6b3441074f1c3f50fa8e294","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-subjective-generated-proof-no-overbuild","without_skill","3","gpt-5.4","2","4","0.5","true","false","9111","10460","0","fc66886348dd8e9311f4ff6ef91ea916b8a04a28a56e0fcf3bc6ef7611d17ec0","d9a80a8d606c37cc1fc2267e86558f19be1fc86ecc9b0b1dc81b235e7ebcfe1e","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-ui-file-no-visible-impact","old_skill","1","gpt-5.4","1","2","0.5","true","true","15892","22651","1","2ca2b3a389945d41d5287409874a8b4f75dea65154ef146e4d94d9a085a3ee38","ba0126229a0f512c329f431606148cd2de3668c2110017cc65a54aaac3171c91","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-ui-file-no-visible-impact","old_skill","2","gpt-5.4","1","2","0.5","true","true","12684","22372","1","04503d35264aec34f2b56d8ca0ebbc2ba7feb0b57a25183f346167dc525c4120","3156f71200ba5ecc215b0138aadf814863efba14333ce0709494106d1cecf092","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-ui-file-no-visible-impact","old_skill","3","gpt-5.4","2","2","1.0","true","true","37401","36358","3","ebd6fc027c1b6a4bb52077bea7fac7aa9ca4ca0e623931457024061d2d8d0d03","3df5462652e62c8546e8e9c3daf746f5912e7cb28bbf76b0885b0822899b8388","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"neg-ui-file-no-visible-impact","with_skill","1","gpt-5.4","2","2","1.0","true","true","10941","22571","1","9c7af0997284c68dbe399b163f057f5cce0663c782c868ec3db682164affa6f1","574612c27c35b8621279f4061817fb6c0fd0c353b3afdcfdbc4ab726ea26dd54","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ui-file-no-visible-impact","with_skill","2","gpt-5.4","1","2","0.5","true","true","10951","22427","1","f859eb6025c0cb0466036ec5279c05c36bf814eb93c41cb12d8a3adb31d0badb","9bdc88f7cf791f5d820d18491ca183b329c38302bc6669f8d84e00dec3728d1f","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ui-file-no-visible-impact","with_skill","3","gpt-5.4","1","2","0.5","true","true","12976","22442","1","49c27361210fe568c631f0ec57cf2aeef7c35a7408917b48496db0546af4951f","2eadb7e90d8242c926219ce668dd110e1d5cdeb202d2f04c63fbbab06e2d7604","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"neg-ui-file-no-visible-impact","without_skill","1","gpt-5.4","1","2","0.5","true","false","7549","9916","0","a195e8ff37efd7c024dfe69b9030c6080aaa3a3cd56491a36fbc63b36427e6cf","2b8005b2eeeff162b1e257ab1c9ad99268eadd3400bbf2421decc5a0733af3a6","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-ui-file-no-visible-impact","without_skill","2","gpt-5.4","1","2","0.5","true","false","10182","9951","0","0d63f91ebc59f4403f991257b45e27f27e1c0f514f2a594e722cec8dac44fd25","7594fbc3c2c62f9ad58a17e298c92b824251b30cedce5df47ffedb0da3e40542","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"neg-ui-file-no-visible-impact","without_skill","3","gpt-5.4","1","2","0.5","true","false","7687","9920","0","5fab689d0a729a7cefe675851d70b536d0cab8a613d1d5a38c718695c75eda96","a573184ca21a44ece4b1f0793830787c2c90125d289e89403f33c1d169bbfb73","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-evidence-durability-audit","old_skill","1","gpt-5.4","3","4","0.75","true","true","17533","22647","1","c8c5d09211001ee0b4591948ccfd7d8b261bb388ad7608ff944bee3c9678059a","eff76214102c761bfeb67ec57aa3cce6784ce16ee5351ac45888507917f4c982","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-evidence-durability-audit","old_skill","2","gpt-5.4","2","4","0.5","true","true","25088","35914","2","6ba133f1134655f7246d1eb0e44f6bb18a7aaf8d0c49e164929a0161d8ec5aa8","d979d8d76821878894d6afa3771ea3ab13c9804829c27ea6a10832ad4719b16b","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-evidence-durability-audit","old_skill","3","gpt-5.4","2","4","0.5","true","true","28717","36994","4","cf3ad42c8edbf4378433220e8eb9976145717a67908ceb02006243c38a23c378","43ef3cf51067b84c5c34b4d53247a62cea0179714ba33083c178cde673849d6b","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-evidence-durability-audit","with_skill","1","gpt-5.4","4","4","1.0","true","true","29743","37466","2","789f562f56650a6491e46f0133169a2714f36a6ee87ddc85c2d1e57661bab8e8","8ec7488f0ee48b1320d14a836f3758c800028944239637216e3ad5e94c4c651c","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-evidence-durability-audit","with_skill","2","gpt-5.4","3","4","0.75","true","true","28381","38687","2","b4cde4b82b65f5f5546ee565ea12da5a64e3f8c29d691099a47cb79640935ecc","85fc4c91d33be9fd75b64b1eb6da9c330c80a06fbd2f693684f9a6ed27656d18","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-evidence-durability-audit","with_skill","3","gpt-5.4","3","4","0.75","true","true","25263","39880","3","4acffab50d1c2147fab658c8fa12a63e1a0dad0a5bda1d31d8606df9a19c6f81","71b1fab9003f8d706103609c10583ff95a9dacd3e8409976dec72ac6438b91de","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-evidence-durability-audit","without_skill","1","gpt-5.4","2","4","0.5","true","false","11951","10197","0","97323d0bffc7b97678493eeb974c6ad9eb65f11386c7c9ebf4b9dc4cb0564587","404c432f3aae416beb08e00377680418a68409cddc63373d65159c5643c62517","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-evidence-durability-audit","without_skill","2","gpt-5.4","3","4","0.75","true","false","12949","10217","0","7e65ee045a7cd8a416d3eaf5cbe868e176a97b5f9a2a24224b82555c55a186f7","f8487a358c3ac794fbe17edf2c6cc99c5154e440a3175d7546250afa97405e67","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-evidence-durability-audit","without_skill","3","gpt-5.4","3","4","0.75","true","false","12616","10212","0","c159af283b7b3c60fc2106a2ff329019d74bcdabee78bb59721ed84f59b725e7","3eb994c0559e6e8553cfd43e109e256cddb5e431f5cf8b4dd4fb8037223d90aa","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-proof-contract-end-to-end","old_skill","1","gpt-5.4","2","6","0.3333333333333333","true","true","22592","35936","3","d3498a20a8f767a44521e8466ff848df3833bea1389705014c887d95c02a4e51","bf3531fc79905578d65ba152152f4a5f684c81dcc29102a4507507f699401e0f","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-proof-contract-end-to-end","old_skill","2","gpt-5.4","3","6","0.5","true","true","24140","37229","4","5f9433b81703373dfa88f5b0739061e771c69a97034e7c19b04a9ccb50f30b04","9e22c9f2623ae9e4a84e6d8b2634f62090e7fde42e742449acaeb10f319147ed","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-proof-contract-end-to-end","old_skill","3","gpt-5.4","3","6","0.5","true","true","27899","36986","4","ea3eebf693093eab57d45786eba37aaa05a194554ea83d2649aa3fb6cd07ffa6","d97ac5473fc4bcab02d312e482a578b55f4f3d2f1baa5b3883d793069251d387","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-generated-proof-contract-end-to-end","with_skill","1","gpt-5.4","5","6","0.8333333333333334","true","true","20950","37353","2","4da250ed936cb42efa0e709d6bdf208b5458e0b7be09967d59e56d6290c04613","adb8f477f2686232c567d7ce234ff570c255e0ea1e511286ce6dc6104de8a15e","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-proof-contract-end-to-end","with_skill","2","gpt-5.4","5","6","0.8333333333333334","true","true","18320","37307","2","dd064b839363b89bb434e56e0bc17af2665bfa5e4b98b72873aaf973c5b5de66","3183898527c108d9c96bb1886e987bc80da62c99c729b910b204a092daf6beee","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-proof-contract-end-to-end","with_skill","3","gpt-5.4","5","6","0.8333333333333334","true","true","21406","37633","2","a9f2982917a679023337b179c0baad948d24aa285d8d55c927dce4a847048314","4c00ad12781132a358a48f3e60be4e9f3cbcdbe31243866c86dd4d82f84c5c54","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-generated-proof-contract-end-to-end","without_skill","1","gpt-5.4","2","6","0.3333333333333333","true","false","12018","10629","0","3097d5e202a3f731bc689e7b40417510912177fd26b0dc74ce1d3554a4cc6391","578f9e11f9a9555a52c2048e6c8a1b339034309df8773f63a537e79954f24336","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-proof-contract-end-to-end","without_skill","2","gpt-5.4","2","6","0.3333333333333333","true","false","10529","10044","0","93cbf3f65c271445a969b2f59ce21ab63c1e41296669de4bc7d4e41c45e723c9","aab4a836a9ad186d07328a8e7bdfb9f3397c4a510fb4b9621b27617d2805c078","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-generated-proof-contract-end-to-end","without_skill","3","gpt-5.4","3","6","0.5","true","false","13646","10272","0","65f56f2a5a3cde039a6e66a727bf12d03a0f0095b058cb6e6e904f42c43cc875","b795a3b23e7f5fa909b2e40234a3ed2513010879c1eefcbb4b594ab170ed0f6b","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-malformed-visual-markdown","old_skill","1","gpt-5.4","2","3","0.6666666666666666","true","true","36880","37886","4","e2694a5b571059d87f5e10f3ab5c8692faf71fada6e635afb2abc341c4b5b147","b537c17d28af1fe2b6e642a88c87c95e12bb23dfde462e0a3cc8528d4b09c082","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-malformed-visual-markdown","old_skill","2","gpt-5.4","2","3","0.6666666666666666","true","true","22501","22900","1","255ebc9dc186e95136593d2a379c71f1f3be7f30b14a0260cb015ab25b5bff81","2bc33157d93e0b8e5d80f1f85983bb5b53162317ec966bfcec1673bba5329b4e","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-malformed-visual-markdown","old_skill","3","gpt-5.4","2","3","0.6666666666666666","true","true","17556","22601","1","83cfe3461ed6d3da1db4b14a1829660caf364c9281c1880a4cd284bdd3c70667","0edd1e0176a4d01c024ec84c90f100f08374f911fd7888f30f80e49865ec5874","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-malformed-visual-markdown","with_skill","1","gpt-5.4","3","3","1.0","true","true","23919","37422","2","bcf22eebaf017e59cab3025b530941b97e50c61bc1682d911e54ec5d4936ae09","d446e66b92030b0206fef5c0a2dd16c5e16590672a57962d7910b0bfca2262e9","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-malformed-visual-markdown","with_skill","2","gpt-5.4","3","3","1.0","true","true","25702","37515","2","814ade0b1b1e7a88bbb6db9065a0bbc89ebfa7ece6077d249727295f4bc786db","d805366998e973f4e6154efde975c0c57f3532bd039e5ebd94f16e796736424c","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-malformed-visual-markdown","with_skill","3","gpt-5.4","3","3","1.0","true","true","41555","38514","2","8e9513d70ad28b1995422e4ec2f5e6a2b6cedceaf4127bd5c243e17247e85913","56e4c45c7550a837c579e9b19708a80e43f3f479cb18c2b9913a2ad16f7135fe","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-malformed-visual-markdown","without_skill","1","gpt-5.4","1","3","0.3333333333333333","true","false","19716","10547","0","d4d23ebc430ca726e721fc753699b7a70f8e3b87953f4050399eae36c2b73fdb","7b66a07a66b0528c5d2c2908f4cd145263e7907b957391d06307d7dd35a86ec9","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-malformed-visual-markdown","without_skill","2","gpt-5.4","1","3","0.3333333333333333","true","false","13242","10238","0","201c7ccc1bab5824a7936e95693bfb7a97820f488d8a15c72b23fabce8cf617d","706f3209e948078d84a5dbfefd166ea4eaa287bdef34910b0b54cac5786c9045","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
